ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
URY,2022,,34.6555740432612,0.6,6.6,4.3,99.5079806151954,0.45,,94.0,94.0,96.0,,98.3248312886721,,,,0.151863267260118,,,,2.5,26.487,78.0
URY,2023,,,,,,,,,95.0,95.0,96.0,,,,,,,,,,,,
PAK,1997,,19.3693693693694,0.1,117.9,60.0,,,,,52.0,52.0,,,18.0,,,,,,,,82.819,60.603
PAK,1998,,20.327868852459,0.1,114.4,59.0,,,,,54.0,54.0,,,,,,,,,,,81.051,61.09
PAK,1999,,21.6417910447761,0.1,111.2,58.0,,,,,57.0,56.0,,,18.0,,,,,,,,79.332,61.679
PAK,2000,40.6,21.7472118959108,0.1,108.1,57.0,87.3640207649067,,0.0,,59.0,57.0,0.5,30.905792299364,,,387.0,36.873755643818,2.5,,2.71176577,,76.597,62.102
PAK,2001,40.6,21.6366158113731,0.1,105.3,56.0,87.6027830851505,,0.0,,61.0,59.0,0.5,32.8076683667381,23.0,,373.0,35.4357413529249,2.5,,2.54956865,20.7,72.66,62.421
PAK,2002,40.8,20.9090909090909,0.1,102.8,55.1,87.8385392713498,,0.0,,63.0,60.0,0.49,34.704454970034,23.0,,359.0,34.003582098607,2.4,,2.66229343,21.3,69.189,62.626
PAK,2003,41.2,16.6323377960865,0.1,100.5,54.3,88.0732811150417,,0.0,62.0,66.0,62.0,0.48,36.5951591126919,,,349.0,32.5782330133466,2.4,,2.30006313,20.4,67.159,62.843
PAK,2004,41.5,8.30193756727664,0.1,98.5,53.5,88.3071370228667,,0.0,62.0,68.0,63.0,0.48,38.4802169271555,,,334.0,31.1592847710474,2.4,,2.22177458,18.5,64.181,63.052
PAK,2005,41.8,6.70162116555174,0.1,96.6,52.9,87.9905798672017,,0.0,65.0,63.0,61.0,0.47,40.3591576860178,31.0,,301.0,29.7471867990364,1.8,,2.55108738,17.0,60.998,62.466
PAK,2006,42.1,7.07920792079208,0.1,94.8,52.3,88.1440617187268,,2.0,60.0,59.0,59.0,0.47,42.2129054960727,56.0,,270.0,28.3415580280148,2.3,,2.86177492,15.8,58.675,63.731
PAK,2007,42.4,7.98755186721992,0.1,93.0,51.7,88.3118874800695,,1.0,54.0,54.0,57.0,0.46,44.0564727354643,38.8,51.9248923412048,253.0,26.9424491652751,2.3,,2.81689191,15.2,58.053,63.852
PAK,2008,42.5,9.22701741059828,0.1,91.2,51.1,88.4779312858562,,2.0,53.0,53.0,56.0,0.45,45.8894854056575,40.0,52.0145413785767,241.0,25.5502578819544,2.3,,2.71266913,15.2,57.112,64.036
PAK,2009,42.6,10.7047594562458,0.1,89.3,50.6,88.642191883269,,2.0,52.0,52.0,56.0,0.44,47.7119967878789,41.0,52.1041918607501,243.0,24.1649813345512,2.3,,2.47458911,15.2,56.456,64.14
PAK,2010,42.6,12.2450640052072,0.1,87.3,49.9,88.8047528450212,,3.0,52.0,52.0,57.0,0.44,49.5244058324413,,52.1942807825628,230.0,22.7863111435542,2.2,,2.39686537,14.9,55.615,64.436
PAK,2011,42.8,13.6595729696102,0.1,85.1,49.1,88.9656021763823,,7.0,63.0,63.0,59.0,0.44,51.3267238066017,43.0,52.2848106927153,217.0,21.4142972912173,2.2,,2.14016914,14.5,52.28,64.648
PAK,2012,42.7,14.8857835301397,0.1,82.9,48.3,89.1247311719253,,4.0,64.0,64.0,63.0,0.46,53.1189631049965,51.0,55.2884614760319,216.0,20.0489920457305,2.2,,2.20038652,14.4,51.486,64.782
PAK,2013,42.4,15.9251250664272,0.1,80.6,47.4,89.2819713314618,,10.0,65.0,65.0,68.0,0.48,54.900510974858,52.1,58.2796397452012,206.0,18.6909628020216,2.2,,2.4017837,13.6,50.896,65.15
PAK,2014,42.2,16.7844740536414,0.1,78.4,46.4,89.4374847948449,,4.0,69.0,69.0,71.0,0.48,56.6720563310367,,61.2591432167783,210.0,17.3396790239934,1.7,,2.45603824,12.9,49.784,65.284
PAK,2015,42.0,17.5102953811513,0.1,76.1,45.5,89.5912469503616,,12.0,72.0,72.0,75.0,0.48,58.4336067433696,59.0,64.2268812471246,187.0,15.9951856226192,1.7,,2.45764351,11.8,48.676,65.697
PAK,2016,41.8,18.1423494251636,0.1,73.8,44.6,89.7432459855344,,7.0,75.0,75.0,75.0,0.5,60.185171545854,,67.182763372952,188.0,14.6575369350135,1.7,,2.57026362,11.2,47.516,65.88
PAK,2017,41.6,18.5960802590267,0.1,71.6,43.6,89.8934102801381,,9.0,75.0,75.0,76.0,0.52,61.9265068321118,,70.126436152709,177.0,13.3269746196931,1.6,,2.7863009,10.6,47.145,66.297
PAK,2018,41.4,18.8218631157505,0.1,69.4,42.7,90.0425979115228,,14.0,80.0,80.0,79.0,0.51,63.661548360129,69.3,73.061686790313,178.0,12.0007101873799,1.5,,2.82844949,10.8,46.499,66.482
PAK,2019,41.3,18.8795557870569,0.2,67.3,41.7,90.1906503511874,,17.0,84.0,84.0,81.0,0.51,65.3899355736604,73.7,75.9873110440202,179.0,10.6794038268319,1.6,,2.84736943,12.8,45.589,66.756
PAK,2020,,18.8150931292813,0.2,65.1,40.7,90.3373369493084,,5.0,80.0,80.0,83.0,,67.1110407912941,68.0,78.901801545788,154.0,9.36392200178863,,,2.95273018,15.8,44.572,66.269
PAK,2021,,18.6970896157892,0.2,63.0,39.7,90.4824630644152,,18.0,83.0,83.0,81.0,,68.8242683371681,,81.8036795133813,,8.05513767236769,,,2.91131568,18.9,43.372,66.098
PAK,2022,,18.5144981356003,0.2,61.0,38.8,90.6257538469708,,12.0,85.0,85.0,82.0,,70.5288132588719,,84.6913122344591,,6.75402203753883,,,,20.7,42.298,66.431
PAK,2023,,,,,,,,,86.0,86.0,84.0,,,,,,,,,,,,
ZMB,1997,,62.1654121810058,15.2,169.6,36.8,,19.32,,,83.0,86.0,,,46.5,,,,,,,,151.322,44.945
ZMB,1998,,62.3461898199004,15.2,166.4,36.7,,18.26,,,84.0,86.0,,,,,,,,,,,153.972,44.701
ZMB,1999,,62.4409579846992,15.1,162.3,36.4,,17.33,,,84.0,85.0,,,45.3,,,,,,,,156.299,44.659
ZMB,2000,35.6,62.4501359422357,14.9,156.3,35.8,47.0029309702879,16.41,0.0,,85.0,85.0,,19.9449618623207,,,419.0,29.2921604034859,4.6,,4.17365646,,155.69,45.231
ZMB,2001,35.1,62.3154662321597,14.7,147.6,34.8,47.9858422064884,15.63,0.0,,85.0,84.0,,20.7209621239071,,,363.0,28.1289638057755,4.4,,4.82995701,50.1,151.673,46.019
ZMB,2002,34.7,62.2364895267389,14.4,137.1,33.5,49.1073708625003,14.92,0.0,,84.0,84.0,,21.5996086454119,42.1,,337.0,26.871811454065,4.1,,5.88845205,50.3,147.335,46.979
ZMB,2003,34.3,62.0778059559181,14.2,126.6,32.0,50.2201996723848,14.33,0.0,,83.0,84.0,,22.4736815303657,,,308.0,25.6273611148031,4.1,,5.99553585,50.2,145.231,48.284
ZMB,2004,34.0,61.9516951753449,13.9,116.3,30.6,51.3242990613743,13.62,12.0,,83.0,85.0,2.0,23.3427229999482,,,312.0,24.3957420910499,4.2,,5.48490572,49.6,142.93,49.487
ZMB,2005,33.6,61.7344909736627,13.7,107.0,29.4,52.4191275757533,13.0,31.0,82.0,82.0,85.0,,24.2059323248477,,,309.0,23.1774097927391,4.1,,6.33088684,49.1,140.835,50.659
ZMB,2006,33.1,61.5489737683501,13.5,99.0,28.5,53.5051766623271,12.5,42.0,81.0,81.0,85.0,,25.0632027401608,,,306.0,21.9721393233414,4.0,,5.5774231,47.9,139.079,51.795
ZMB,2007,32.5,61.3363223925092,13.4,93.3,27.9,54.5819273253882,11.8,45.0,80.0,80.0,93.0,,25.9137544719991,45.2,,296.0,20.7803597135702,3.7,,4.57961416,46.6,137.241,52.739
ZMB,2008,31.9,61.1923545343828,13.4,88.3,27.6,55.650321935379,10.93,64.0,87.0,87.0,87.0,1.9,26.7577326006113,,16.7138989335041,320.0,19.601597253639,3.5,,4.46690989,45.4,135.285,53.945
ZMB,2009,31.3,61.0338205646257,13.4,83.1,27.3,56.7084402370724,10.61,75.0,94.0,94.0,90.0,,27.5935099893468,,16.8094272745255,327.0,18.4370836941296,3.5,,5.15718842,44.1,133.402,55.3
ZMB,2010,30.9,60.9360853379003,13.3,78.5,27.1,57.758155891623,10.26,62.0,83.0,83.0,96.0,2.0,28.4217753410918,,16.9057344307889,268.0,17.2858216055617,3.3,,3.97471905,42.7,131.374,56.799
ZMB,2011,30.6,60.9180355516917,13.3,76.3,26.9,58.7985201248118,10.02,66.0,81.0,81.0,83.0,,29.2415052848176,,17.0024327200367,233.0,16.1484561474221,3.3,,3.95913363,41.2,131.144,57.771
ZMB,2012,30.5,60.9458064391637,13.3,74.3,26.8,59.831726291153,9.84,70.0,78.0,78.0,82.0,,30.0534088180325,,17.1004941935734,221.0,15.0239727713524,3.1,,4.04541731,39.6,131.003,58.867
ZMB,2013,30.5,60.9564297047615,13.2,71.6,26.6,60.8580842530341,9.67,79.0,79.0,79.0,80.0,,30.8570284614837,,17.2001166345731,191.0,13.912471382142,3.0,,4.57390451,37.7,130.043,59.878
ZMB,2014,30.7,61.0008937507024,13.2,69.2,26.5,61.8765833650793,9.16,85.0,86.0,86.0,85.0,,31.6512218258064,63.3,17.3009079562885,169.0,12.8146829007877,3.0,,3.82924223,36.0,128.961,60.699
ZMB,2015,30.7,61.1169371690529,13.0,68.0,26.4,62.8879569310471,8.39,80.0,90.0,90.0,90.0,,32.4357104534936,,17.4032598362622,166.0,11.7305156152834,2.9,,4.42974281,34.0,128.133,61.208
ZMB,2016,30.8,61.2725775725141,12.9,65.1,26.2,63.8912322887943,7.96,84.0,95.0,95.0,97.0,,33.2093941738338,,17.5067803566072,155.0,10.6606435407268,2.8,,4.46923161,32.3,127.286,61.794
ZMB,2017,31.0,61.4561862624515,12.7,63.8,26.0,64.8867120987181,7.96,90.0,94.0,94.0,96.0,,33.9717571756978,,17.6116661766706,156.0,9.60518021543982,2.8,,4.78156233,30.8,126.058,62.12
ZMB,2018,31.2,61.6795602223904,12.5,64.0,25.8,65.874270460305,7.4,86.0,90.0,90.0,94.0,,34.7220691917255,80.4,17.7179166139126,145.0,8.56443166013825,2.7,,4.76996708,30.5,124.398,62.342
ZMB,2019,31.5,61.9154939914331,12.2,62.3,25.4,66.8533983785744,6.06,91.0,88.0,88.0,93.0,,35.4594671468657,80.4,17.8253363195009,129.0,7.53882028644492,2.6,,6.75332499,31.2,122.903,62.793
ZMB,2020,,62.1708757921563,11.8,59.3,25.0,67.8240040188064,4.75,92.0,84.0,84.0,96.0,,36.1832543043812,,17.9339266812519,135.0,6.52860874826759,,,6.31619787,32.9,120.712,62.38
ZMB,2021,,62.4083814232011,11.3,57.2,24.5,68.0347831787982,3.89,91.0,91.0,91.0,90.0,,36.2419988529655,,18.0436865423184,,6.47019422444297,,,6.62416458,34.4,118.744,61.223
ZMB,2022,,62.6433192058889,10.8,55.6,24.1,68.2478065027082,3.25,91.0,82.0,82.0,90.0,,36.3013685414785,,18.1546153303463,,6.41115730329657,,,,35.4,117.398,61.803
ZMB,2023,,,,,,,,,80.0,80.0,90.0,,,,,,,,,,,,
AUS,1997,,10.1809045226131,0.1,6.6,3.6,,0.06,,,77.0,85.0,8.3000001907,,99.3,,,,,,,,19.62,78.4804878048781
AUS,1998,,10.587899543379,0.1,6.4,3.6,,0.06,,,82.0,82.0,8.1999998093,,99.3,,,,,,,,18.847,78.6317073170732
AUS,1999,,10.9066427289049,0.1,6.3,3.5,,0.07,,,88.0,88.0,7.9000000954,,99.3,,,,,,,,18.393,78.9317073170732
AUS,2000,8.0,11.1703478040112,0.1,6.2,3.5,99.7122951850974,0.07,,,90.0,91.0,4.04,99.9907556704031,99.3,,7.0,0.0,0.4,93.5621136675354,7.59412289,,17.795,79.2341463414634
AUS,2001,7.8,11.3782051282051,0.1,6.1,3.5,99.7112440939618,0.07,,94.0,92.0,92.0,3.96,99.9912540263272,99.3,,6.0,0.0,0.3,93.6646912226105,7.67809916,2.5,17.62,79.6341463414634
AUS,2002,7.7,11.5643175466425,0.1,6.0,3.4,99.7121932942878,0.08,,95.0,92.0,94.0,3.94,99.9917523822512,99.3,,6.0,0.0,0.3,93.7672687776856,7.87627029,2.5,17.238,79.9365853658537
AUS,2003,7.6,11.7298916143754,0.1,5.9,3.4,99.7343585407436,0.08,,95.0,93.0,94.0,3.97,99.9922507381752,99.3,,6.0,0.0,0.4,93.8698463327608,7.88087225,2.5,16.34,80.2390243902439
AUS,2004,7.5,11.8832569425721,0.1,5.8,3.3,99.756343263422,0.08,,95.0,92.0,94.0,4.0,99.9927490940993,99.3,,5.0,0.0,0.4,93.9724238878359,8.08708572,2.5,16.144,80.490243902439
AUS,2005,7.5,12.0196290867376,0.1,5.7,3.3,99.7781486825672,0.08,,95.0,92.0,94.0,3.9,99.9932474500233,99.4,,5.0,0.0,0.3,94.075001442911,7.97029352,2.5,16.491,80.8414634146341
AUS,2006,7.4,12.1275955461932,0.1,5.6,3.2,99.7997739521724,0.09,,95.0,92.0,94.0,3.92,99.9937458059473,99.3,,5.0,0.0,0.2,94.1775789979862,7.97702456,2.5,16.11,81.0414634146342
AUS,2007,7.4,12.1815469359651,0.1,5.4,3.1,99.8212541640962,0.09,,94.0,92.0,94.0,,99.9942441618714,99.2,,5.0,0.0,0.2,94.2801565530613,8.05496502,2.5,17.127,81.2926829268293
AUS,2008,7.4,12.2178391409161,0.1,5.2,3.0,99.8425551218213,0.09,,94.0,92.0,94.0,3.82,99.9947425177954,99.1,,5.0,0.0,0.2,94.3827341081364,8.24855137,2.5,18.189,81.3951219512195
AUS,2009,7.4,12.2320633090509,0.1,5.0,2.9,99.8636747098466,0.09,,94.0,92.0,94.0,3.78,99.9952408737194,99.1,,5.0,0.0,0.1,94.4853116632115,8.54473877,2.5,17.814,81.5439024390244
AUS,2010,7.3,12.2272932443954,0.1,4.8,2.8,99.8831444931569,0.09,,92.0,92.0,94.0,3.78,99.9957392296434,99.1,,5.0,0.0,0.2,94.5878892182867,8.42025661,2.5,17.069,81.6951219512195
AUS,2011,7.4,12.1968787515006,0.1,4.5,2.6,99.891961822547,0.09,,92.0,92.0,94.0,3.78,99.9962375855675,99.1,,6.0,0.0,0.2,94.6904667733618,8.53744984,2.5,16.307,81.8951219512195
AUS,2012,7.4,12.169384678635,0.1,4.3,2.5,99.9007695926109,0.09,,91.0,92.0,94.0,3.75,99.9967359414915,99.2,,6.0,0.0,0.2,94.7930443284369,8.67456913,2.5,16.038,82.0463414634146
AUS,2013,7.4,12.1031398000351,0.1,4.1,2.4,99.9095893912989,0.09,,91.0,91.0,94.0,3.74,99.9972342974155,99.0,,6.0,0.0,0.2,94.895621883512,8.75058746,2.5,14.697,82.1487804878049
AUS,2014,7.4,12.0261437908497,0.1,4.0,2.4,99.9614764144689,0.09,,91.0,92.0,94.0,3.79,99.9977326533395,99.8,,5.0,0.0,0.2,94.9981994385872,9.83354282,2.5,13.072,82.3
AUS,2015,7.6,11.966537342386,0.1,3.9,2.3,99.9700009039845,0.09,,93.0,93.0,95.0,3.82,99.9982310092636,98.8,,5.0,0.0,0.1,95.1007769936623,10.18225861,2.5,12.038,82.4
AUS,2016,7.7,11.8879205908789,0.1,3.8,2.3,99.9699666761373,0.08,,94.0,94.0,95.0,3.84,99.9987293651876,98.8,,5.0,0.0,0.1,95.2033545487374,10.09288597,2.5,10.939,82.4487804878049
AUS,2017,7.9,11.9249530956848,0.1,3.8,2.3,99.9699375056336,0.08,,95.0,95.0,94.0,,99.9992277211116,99.4,,5.0,0.0,0.1,95.3059321038126,10.12281322,2.5,10.235,82.5
AUS,2018,8.2,12.013763129301,0.1,3.8,2.3,99.9698937678204,0.07,,95.0,95.0,94.0,,99.9997260770357,98.7,,4.0,0.0,0.1,95.4087309419014,10.05971909,2.5,9.741,82.7487804878049
AUS,2019,8.5,12.1307905735258,0.1,3.8,2.4,99.9698543658953,0.06,,95.0,95.0,94.0,,100.0,98.8,,5.0,0.0,0.1,95.5113746188321,10.21965981,2.5,8.763,82.9
AUS,2020,,12.3212019346208,0.1,3.8,2.4,99.9698176501115,0.04,,95.0,95.0,93.0,,100.0,96.0,,3.0,0.0,,95.6137461919857,10.6837368,2.5,7.726,83.2
AUS,2021,,12.4546225614928,0.1,3.8,2.4,99.9697746715914,0.03,,95.0,95.0,93.0,,100.0,,,,0.0,,95.7161177651394,10.54363918,2.5,7.089,83.3
AUS,2022,,12.4978922874583,,3.8,2.3,99.9697313918139,,,94.0,94.0,96.0,,100.0,,,,0.0,,95.818489338293,,2.5,6.747,83.2
AUS,2023,,,,,,,,,94.0,94.0,91.0,,,,,,,,,,,,
HIC,1997,,,,9.2,4.9,,,,47.4598538150073,90.4715500202883,89.9784179875761,7.36494874456824,,,,,,,,,,26.8770409294679,75.5685531917317
HIC,1998,,,,8.9,4.7,,,,51.036019756916,91.1043952400104,90.2518026360612,7.27685574792831,,,,,,,,,,26.387697569166,75.7912437384945
HIC,1999,,,,8.6,4.5,,,,52.1736606315816,93.2229346213841,91.3391841560203,7.12441696539519,,,,,,,,,,25.6506491571441,75.8046808025112
HIC,2000,13.8676918239914,,,8.2,4.4,98.5767266461596,,,53.916309458769,93.1238422388334,91.7776718106222,6.7234826899733,96.8395491768374,99.0380959527708,,16.0,0.0612281357464549,1.54545806210442,86.5686321946061,9.36430961312187,,25.1970998645144,76.0316587774249
HIC,2001,13.7190810389026,,,8.0,4.3,98.5938290800717,,,60.410861208153,94.6533515547557,92.2033631570111,6.74011042334422,96.513464629466,,,16.0,0.0650030487838006,1.54940025376618,86.5597416310871,9.83204702473264,2.89709018741666,24.4309959350286,76.2970374568881
HIC,2002,13.643282912821,,,7.8,4.2,98.6284849481578,,,64.8866658213466,94.8282089157112,92.7431915111458,6.5613389036657,96.6000730747379,,,16.0,0.062861547916937,1.53260870420393,86.6984046758762,10.2518088596678,2.8062653910326,23.8582190458393,76.4218888164917
HIC,2003,13.5901680086929,,,7.5,4.1,98.6583021619572,,,67.9070036332169,95.8107612823251,93.4090605684167,6.44895739067918,96.6807123676877,,,16.0,0.0606998940650931,1.5383371140826,86.8617340720019,10.422317512965,2.75351198881018,23.4126917329147,76.527794850993
HIC,2004,13.5101598272949,,,7.3,4.0,98.6878974102593,,,69.3679449335075,95.6525609939257,93.6327941164868,6.34095120294507,96.7598884833246,,,14.0,0.058471396951785,1.48701782932053,87.1019247815441,10.3421942188841,2.70717323834356,23.2690639382795,76.9695177422752
HIC,2005,13.4711879968411,,,7.1,3.9,98.7786398890139,,,70.4176243917238,95.8879365741768,93.4693800094563,6.2191242828223,96.8386033984909,,,14.0,0.0568613341841034,1.47056503687119,87.3412342335491,10.3629335255272,2.70590639122514,22.949111709535,77.0896390001084
HIC,2006,13.4724387718125,,,6.9,3.7,98.8063143198741,,,72.3692396572251,96.2752991985752,93.6823707595226,6.15088674536199,96.9308514958255,,,13.0,0.0535236207536683,1.33651585268415,87.5804989044978,10.3948092004145,2.70250491052289,23.2591319259784,77.5185760631902
HIC,2007,13.4581844227022,,,6.7,3.6,98.8366936568169,,,72.5367327358365,96.020616793271,93.6748383541388,6.11692516831474,97.0224261003253,,,12.0,0.0501494459907574,1.22585741479901,87.8336654631617,10.3306284173813,2.70509790938293,23.6287145878571,77.8292090136335
HIC,2008,13.4166216830984,,,6.5,3.5,98.8670825677907,,,73.8460328216718,96.124970239355,93.7629334327388,6.00472632736881,97.1118059745486,,,12.0,0.0467727136960217,1.17428725648001,88.0896553162444,10.4617715548447,2.71301622033709,23.7119084752771,78.0221490327658
HIC,2009,13.3975256575377,,,6.3,3.4,98.8971849871489,,,73.9937461943683,95.7255108459038,93.0153194688669,5.90419358644467,97.1939328741226,,,12.0,0.0434729747478782,1.10426482231862,88.3704627757251,11.462484391775,2.78249566840231,22.9079617220212,78.3759681628538
HIC,2010,13.3773803586077,,,6.1,3.3,98.9245086111103,,,75.2435753841734,95.7252558334338,93.855499071599,5.82767950348382,97.2748486036204,99.0879539521659,,12.0,0.0401312796855062,1.08101675392224,88.6603864566441,11.3133259560313,2.81179128604305,21.3324060903147,78.5656605791313
HIC,2011,13.439158194727,,,6.0,3.3,98.9483551599569,,,76.607535827586,96.0655846550247,93.9310459458909,5.76381541048204,97.3428090968624,,,11.0,0.036912936904143,1.00350449425047,88.9504942600433,11.2636284766396,2.78518230866564,19.8632780694927,78.9029962222582
HIC,2012,13.4831005968406,,,5.8,3.2,98.9717500411596,,,76.4167818772849,95.635500398924,94.0934860576213,5.72631350218279,97.411096451244,,,11.0,0.0335498438008172,0.955284414779589,89.2409895876075,11.3666477007782,2.73229768597729,18.915909162985,79.053126183839
HIC,2013,13.5802027458921,,,5.7,3.2,98.9959129852485,,,77.0488556873122,95.4693422508256,94.3003413780072,5.65437500236317,97.4784453966194,,,11.0,0.0299646240679926,0.902256842052528,89.5349887945884,11.378277881303,2.68720920895437,17.4763762918968,79.2817211833037
HIC,2014,13.6961657498128,,,5.6,3.1,99.0220349200446,,,78.1111160573713,95.6779505539033,94.5314749069369,5.60301977263491,97.5450024865312,,,11.0,0.0266431505167438,0.862422841196216,89.8356688024607,11.5884713065105,2.66752508465273,16.4143413232383,79.5269434281654
HIC,2015,13.826541950625,,,5.5,3.1,99.0375396939302,,,78.8628458672844,95.4568012692499,94.2264661566469,5.53011959532847,97.6118669224296,,,11.0,0.0241793105428999,0.816726278070338,90.1312832534454,12.0508110818507,2.66986394454524,15.2025016439845,79.472886256175
HIC,2016,14.0248524004261,,,5.4,3.0,99.059971843808,,,79.4994348868394,95.49429870863,94.1657666504514,5.48441566759383,97.6768935619973,,,11.0,0.0218838143496415,0.835569743951649,90.4113407094666,12.2283994204701,2.66434209227098,14.1125665950132,79.6665154276177
HIC,2017,14.2365556201153,,,5.3,3.0,99.0828270782481,,,79.3754665486842,94.9953443678626,94.0678831157201,5.50056900915793,97.7355895977082,,,11.0,0.0166227698825834,0.802092154714162,90.6679084571785,12.1451741253899,2.65102799831583,12.9183631633668,79.789477231299
HIC,2018,14.4577138624801,,,5.2,3.0,99.1033540438916,,,79.530262371391,94.9294156457488,94.4585935820652,5.46292618735795,97.7831772024118,,,11.0,0.0159230815408954,0.799385613774708,90.8825155009302,12.0597212933827,2.62396230555892,11.9469116010547,79.8972919078753
HIC,2019,14.7325788434996,,,5.1,2.9,99.1216677532692,,,91.7036220922771,94.9303143790743,93.8201922125134,5.40191322558452,97.8242630170234,98.5751671717199,,11.0,0.0150650418722093,0.757375568483219,91.0403869208897,12.2665672188728,2.63119047228444,11.1027878608944,80.1395351006223
HIC,2020,,,,5.0,2.8,99.1402904823995,,,90.9737652433775,94.1289684068598,93.79110375736,5.38871451051195,97.8661056237649,,,12.0,0.0143387456864404,,91.1437949611511,13.7326768499564,2.6315438298833,10.1892555844605,79.1433131408218
HIC,2021,,,,4.9,2.7,99.1622886335515,,,91.5981156802168,94.7217462941191,94.0099356251672,,97.9062979932291,,,,0.0137116354338552,,91.2340620444884,13.126277682469,2.65183531348939,9.45815076397394,78.7980877171883
HIC,2022,,,,4.8,2.6,99.1945095725011,,,91.7507522833462,94.6508432863713,94.1681763685713,,97.9494173867326,,,,0.0136627986820802,,91.243875110402,,2.65581221195055,9.22279761263632,79.5066307772331
HIC,2023,,,,,,,,,91.4952176466476,94.325599601441,93.5719931523701,,,,,,,,,,,,
TTO,1997,,50.3699229956213,0.8,28.0,17.9,,,,,90.0,88.0,,,98.4,,,,,,,,40.957,68.719
TTO,1998,,50.4471129279509,1.0,27.9,17.9,,,,,91.0,90.0,,,98.2,,,,,,,,40.047,69.16
TTO,1999,,50.4921700223714,1.1,27.8,17.8,,,,,90.0,88.0,,,98.4,,,,,,,,40.432,68.377
TTO,2000,25.5,50.545014129996,1.2,27.7,17.7,92.204244926856,,9.0,,90.0,90.0,3.3,90.0446712831982,96.0,,74.0,0.328217834862649,0.2,,4.23492479,,40.07,69.102
TTO,2001,24.6,50.5700555921982,1.3,27.5,17.6,92.5626192854622,,22.0,,91.0,91.0,3.4000000954,90.2962584033747,99.5,,67.0,0.308885357802367,0.2,,4.0346489,9.6,39.684,69.646
TTO,2002,23.9,50.6140509301066,1.4,27.3,17.4,92.9207975095833,,29.0,5.0,96.0,87.0,,90.5481925246535,98.7,,58.0,0.289552880742086,0.2,,4.72302485,10.1,38.68,70.488
TTO,2003,23.2,50.6791321220674,1.4,26.8,17.2,93.2787795992192,,35.0,76.0,91.0,88.0,3.3,90.8004736470346,99.7,,65.0,0.270220403681812,0.1,,4.18767118,10.7,38.447,69.729
TTO,2004,22.4,50.7556018759771,1.4,26.3,16.9,93.6365655543702,,34.0,94.0,94.0,95.0,,91.053101770518,99.7,,57.0,0.25088792662153,0.1,,4.30805206,11.2,37.927,71.076
TTO,2005,21.8,50.8480413258717,1.4,25.7,16.5,93.994155375036,,40.0,95.0,95.0,93.0,2.6,91.3060768951038,,,56.0,0.231555449561249,0.1,,4.43451166,10.8,36.89,71.308
TTO,2006,21.2,50.9477656745862,1.4,25.2,16.1,94.3515490612168,,47.0,89.0,92.0,89.0,2.7,91.5593990207918,96.9,,56.0,0.212222972500967,0.1,,4.15431976,10.3,38.217,71.256
TTO,2007,20.6,51.0530387690192,1.4,24.5,15.6,94.7087466129125,,51.0,89.0,88.0,91.0,2.7,91.8130681475821,,90.0634425479679,54.0,0.192890495440686,0.1,,4.1536026,9.8,38.944,71.652
TTO,2008,20.0,51.1682242990654,1.4,23.7,15.2,95.0657480301233,,55.0,90.0,90.0,91.0,2.5,92.0670842754747,99.5,90.0634425479679,54.0,0.173558018380405,0.2,,3.6575706,9.4,39.537,71.47
TTO,2009,19.4,51.2918660287081,1.4,23.0,14.7,95.4225533128488,,44.0,90.0,90.0,94.0,2.6,92.3214474044696,,90.0634425479679,45.0,0.154225541320123,0.1,,5.48676443,9.0,40.265,73.126
TTO,2010,18.8,51.4036617262424,1.4,22.3,14.2,95.7791624610893,,66.0,90.0,90.0,92.0,2.01,92.5761575345668,,90.0634425479679,47.0,0.134893064259849,0.1,,5.08042908,8.1,40.084,72.725
